PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding,LargestPropertyUseType,SecondLargestPropertyUseType,SiteEUI(kBtu/sf),Electricity(kBtu),NaturalGas(kBtu)
Other,EAST,1954,1.0,2,46560,0,46560,Other - Entertainment/Public Assembly,,14.80000019,419713.0,270845.0
Other,MAGNOLIA / QUEEN ANNE,1980,1.0,3,30408,0,30408,Bank Branch,Parking,57.59999847,1440554.0,0.0
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1920,1.0,3,30109,0,30109,Office,Parking,51.59999847,949635.0,516161.0
K-12 School,SOUTHWEST,1964,1.0,2,39929,0,39929,K-12 School,,45.40000153,1065111.0,748607.0
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1960,1.0,2,25481,0,25481,Office,,36.0,219291.0,697809.0
Small- and Mid-Sized Office,LAKE UNION,1912,1.0,2,27788,0,27788,Office,Other - Restaurant/Bar,56.59999847,1659964.0,459842.0
Hotel,NORTHWEST,1990,1.0,4,41704,8584,33120,Hotel,,46.59999847,969192.0,974707.0
Warehouse,GREATER DUWAMISH,1941,1.0,2,22324,0,22324,Non-Refrigerated Warehouse,,28.0,193898.0,394958.0
Other,GREATER DUWAMISH,1946,1.0,2,31360,0,31360,Other - Entertainment/Public Assembly,,53.90000153,1126394.0,598714.0
Mixed Use Property,GREATER DUWAMISH,1947,1.0,1,30496,0,30496,Retail Store,Manufacturing/Industrial Plant,61.09999847,1295854.0,696304.0
Small- and Mid-Sized Office,EAST,1922,1.0,3,27600,0,27600,Office,Retail Store,48.0,961739.0,110412.0
K-12 School,GREATER DUWAMISH,1971,1.0,2,52901,0,52901,K-12 School,,42.29999924,1273997.0,966345.0
Small- and Mid-Sized Office,LAKE UNION,1997,0.0,3,31686,7358,24328,Office,Parking,72.80000305,2305643.0,0.0
Small- and Mid-Sized Office,LAKE UNION,1981,1.0,3,26694,6034,20660,Office,Parking,28.89999962,720171.0,0.0
Warehouse,NORTHWEST,1972,1.0,1,29400,0,29400,Non-Refrigerated Warehouse,,9.100000381,227509.0,0.0
Hotel,GREATER DUWAMISH,1992,1.0,3,22452,0,22452,Hotel,,55.40000153,524385.0,719765.0
Other,NORTHEAST,1912,1.0,2,25767,0,25767,Bank Branch,,90.69999695,1581352.0,0.0
Retail Store,NORTHEAST,1953,1.0,4,33910,0,33910,Retail Store,Office,62.79999924,1270124.0,552710.0
Worship Facility,NORTHEAST,1927,1.0,2,78401,0,78401,Worship Facility,Office,31.39999962,939974.0,1522434.0
Warehouse,LAKE UNION,1979,1.0,2,78716,0,78716,Non-Refrigerated Warehouse,Office,52.09999847,3680806.0,422994.0
K-12 School,LAKE UNION,1910,1.0,2,33300,0,33300,K-12 School,,51.90000153,335907.0,1258827.0
Supermarket / Grocery Store,LAKE UNION,1957,1.0,1,28808,0,28808,Supermarket/Grocery Store,,296.2000122,5713530.0,3519045.0
Small- and Mid-Sized Office,NORTHEAST,1957,1.0,1,27966,7004,20962,Office,Parking,52.5,1100500.0,0.0
Supermarket / Grocery Store,NORTHEAST,1950,1.0,1,26226,0,26226,Supermarket/Grocery Store,Parking,293.7999878,5349470.0,2238590.0
Mixed Use Property,NORTHEAST,1976,1.0,2,34948,15755,19193,Bank Branch,Parking,60.5,1159807.0,0.0
Small- and Mid-Sized Office,LAKE UNION,1998,1.0,3,37639,9999,27640,Office,Laboratory,221.3999939,6197824.0,0.0
Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,4,22840,0,22840,Office,Other,38.59999847,881386.0,0.0
Other,DOWNTOWN,1900,1.0,1,21420,0,21420,Museum,Bar/Nightclub,41.70000076,722467.0,88170.0
Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,1,20880,0,20880,Office,,32.70000076,683274.0,0.0
Mixed Use Property,DOWNTOWN,1966,1.0,3,26000,0,26000,Office,Other - Entertainment/Public Assembly,40.90000153,820061.0,242975.0
Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,3,38675,0,38675,Office,Restaurant,118.4000015,1280095.0,658682.0
Small- and Mid-Sized Office,DOWNTOWN,1929,1.0,4,49951,0,49951,Office,Other,91.59999847,2092919.0,2659447.0
Medical Office,SOUTHEAST,2010,1.0,2,25880,0,25880,Medical Office,,75.0,1805820.0,135908.0
Worship Facility,NORTHEAST,1927,1.0,3,41013,0,41013,Worship Facility,Office,31.39999962,432910.0,647911.0
Other,NORTHEAST,2004,1.0,2,21075,0,21075,Social/Meeting Hall,Office,75.0,652060.0,928977.0
Worship Facility,NORTHEAST,1950,1.0,3,46485,0,46485,Worship Facility,,24.20000076,759192.0,785803.0
Small- and Mid-Sized Office,NORTHWEST,1965,1.0,4,56896,0,56896,Office,Parking,34.40000153,997123.0,404925.0
Worship Facility,NORTHWEST,1978,1.0,2,27500,0,27500,Worship Facility,,21.0,343669.0,233454.0
Small- and Mid-Sized Office,DOWNTOWN,1930,1.0,2,36630,0,36630,Office,Distribution Center,16.39999962,541943.0,0.0
Small- and Mid-Sized Office,DOWNTOWN,1900,0.0,3,26830,0,26830,Office,Other,78.19999695,1095970.0,1003417.0
Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,5,41920,0,41920,Office,,26.29999924,1103595.0,0.0
Small- and Mid-Sized Office,DOWNTOWN,1905,1.0,5,36879,0,36879,Office,,34.90000153,1186017.0,351553.0
Other,DOWNTOWN,1904,1.0,6,29820,0,29820,Other - Lodging/Residential,,53.70000076,1069795.0,532160.0
Small- and Mid-Sized Office,DOWNTOWN,1905,0.0,2,33640,0,33640,Office,,39.5,1078536.0,0.0
Warehouse,DOWNTOWN,1906,1.0,4,43484,0,43484,Non-Refrigerated Warehouse,Retail Store,36.0,1567041.0,0.0
Mixed Use Property,DOWNTOWN,1900,1.0,3,22480,0,22480,Office,Other,34.09999847,981009.0,0.0
Hotel,DOWNTOWN,1925,1.0,4,33018,0,33018,Hotel,Retail Store,165.5,1827547.0,3030034.0
Small- and Mid-Sized Office,DOWNTOWN,1970,1.0,2,26510,0,26510,Office,,32.0,893799.0,93265.0
Warehouse,LAKE UNION,1938,1.0,1,40028,0,40028,Non-Refrigerated Warehouse,Retail Store,19.0,938199.0,4216.0
Small- and Mid-Sized Office,LAKE UNION,2007,1.0,3,44510,18228,26282,Office,Parking,83.30000305,2188051.0,0.0
Worship Facility,NORTH,1954,1.0,1,21624,0,21624,Worship Facility,,30.79999924,313117.0,353571.0
K-12 School,NORTHWEST,1970,1.0,1,42239,0,42239,K-12 School,,44.0,894324.0,1251280.0
K-12 School,Northwest,1925,1.0,3,51360,0,51360,K-12 School,,27.5,960186.0,442909.0
Small- and Mid-Sized Office,DOWNTOWN,1993,0.0,3,21600,0,21600,Office,Restaurant,71.30000305,1069041.0,470135.0
Mixed Use Property,DOWNTOWN,1909,1.0,3,20620,0,20620,Multifamily Housing,Retail Store,36.20000076,410059.0,337398.0
Hotel,DOWNTOWN,1910,1.0,5,40552,0,40552,Hotel,,29.60000038,227435.0,972746.0
Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,3,31432,0,31432,Office,Other,45.79999924,1439572.0,0.0
Retail Store,DOWNTOWN,1917,1.0,2,24550,0,24550,Retail Store,Office,39.79999924,90201.0,114794.0
K-12 School,LAKE UNION,2000,1.0,2,61052,0,61052,K-12 School,,38.79999924,1688937.0,677992.0
Other,CENTRAL,1908,1.0,3,25864,0,25864,Social/Meeting Hall,Office,47.20000076,433559.0,594718.0
Other,NORTHEAST,1924,1.0,3,20686,0,20686,Other - Lodging/Residential,,58.40000153,464268.0,743236.0
Mixed Use Property,EAST,2005,0.0,2,29508,7120,22388,Other - Recreation,Fitness Center/Health Club/Gym,99.19999695,791940.0,1425680.0
Other,CENTRAL,1913,1.0,3,20992,0,20992,Performing Arts,Social/Meeting Hall,80.09999847,576892.0,1896410.0
K-12 School,CENTRAL,1925,1.0,2,22344,0,22344,K-12 School,,68.09999847,555586.0,967011.0
University,EAST,1921,1.0,3,31900,0,31900,College/University,,94.80000305,753713.0,1712387.0
Other,BALLARD,1950,1.0,2,29417,0,29417,Other - Recreation,Fitness Center/Health Club/Gym,54.90000153,658940.0,972539.0
Mixed Use Property,DOWNTOWN,1909,1.0,3,49299,0,49299,Office,Multifamily Housing,89.19999695,1323792.0,0.0
Supermarket / Grocery Store,SOUTHWEST,1997,1.0,1,31841,0,31841,Supermarket/Grocery Store,Office,412.7000122,6365315.0,6775259.0
Mixed Use Property,EAST,1988,1.0,2,21036,0,21036,Parking,Fitness Center/Health Club/Gym,130.1000061,1450920.0,1284891.0
Mixed Use Property,NORTHEAST,1999,1.0,2,32928,0,32928,Parking,Retail Store,172.1000061,5652230.0,0.0
Worship Facility,NORTHEAST,1954,1.0,2,20039,0,20039,Worship Facility,,5.199999809,104722.0,0.0
K-12 School,NORTHEAST,1928,1.0,2,54943,0,54943,K-12 School,,37.70000076,665637.0,1489754.0
Warehouse,GREATER DUWAMISH,1960,1.0,1,44476,0,44476,Non-Refrigerated Warehouse,,33.20000076,931104.0,437016.0
Small- and Mid-Sized Office,GREATER DUWAMISH,1969,1.0,1,35017,0,35017,Office,Non-Refrigerated Warehouse,43.20000076,904631.0,390854.0
Worship Facility,SOUTHEAST,1963,1.0,2,22952,0,22952,Worship Facility,Parking,20.5,123878.0,346789.0
Warehouse,GREATER DUWAMISH,1976,1.0,1,21040,0,21040,Non-Refrigerated Warehouse,,28.10000038,266815.0,325273.0
Warehouse,GREATER DUWAMISH,1951,1.0,2,28032,0,28032,Non-Refrigerated Warehouse,,44.0,510536.0,810529.0
Distribution Center,GREATER DUWAMISH,1974,1.0,1,25620,0,25620,Distribution Center,,21.5,189949.0,360375.0
Warehouse,DOWNTOWN,1992,1.0,3,33238,0,33238,Non-Refrigerated Warehouse,,49.09999847,1632472.0,0.0
K-12 School,EAST,1912,1.0,4,27800,0,27800,K-12 School,,106.5,528460.0,652969.0
Large Office,DOWNTOWN,2000,1.0,6,706176,0,706176,Office,Parking,58.20000076,13270685.0,0.0
Supermarket / Grocery Store,SOUTHWEST,1998,1.0,1,33706,0,33706,Supermarket/Grocery Store,,273.7000122,5528496.0,3159194.0
Mixed Use Property,MAGNOLIA / QUEEN ANNE,1961,1.0,2,37600,0,37600,Non-Refrigerated Warehouse,Other,57.79999924,472249.0,1699502.0
K-12 School,NORTHWEST,1954,1.0,1,42128,0,42128,K-12 School,,40.59999847,893537.0,815770.0
K-12 School,BALLARD,1932,1.0,2,44753,0,44753,K-12 School,,35.20000076,558868.0,1079824.0
Other,EAST,1912,1.0,3,33708,0,33708,Other,,23.29999924,567086.0,52750.0
Other,North,1948,1.0,2,47237,0,47237,Other,,125.5,5981430.0,0.0
K-12 School,BALLARD,1989,1.0,2,57298,0,57298,K-12 School,,26.10000038,1586389.0,0.0
Supermarket / Grocery Store,NORTHEAST,1997,1.0,1,76585,38585,38000,Supermarket/Grocery Store,Parking,335.5,8112028.0,5794050.0
Worship Facility,NORTHEAST,1938,1.0,3,26373,0,26373,Worship Facility,,36.59999847,282478.0,681758.0
Small- and Mid-Sized Office,CENTRAL,1956,6.0,2,75868,0,75868,Office,Restaurant,47.5,3605750.0,0.0
Mixed Use Property,EAST,1947,1.0,2,21656,0,21656,Other - Entertainment/Public Assembly,Other - Public Services,74.30000305,726238.0,881734.0
Distribution Center,MAGNOLIA / QUEEN ANNE,1921,1.0,3,23040,0,23040,Distribution Center,,18.29999924,421430.0,0.0
Other,MAGNOLIA / QUEEN ANNE,1956,1.0,2,36771,0,36771,Other,,156.3000031,5447076.0,0.0
Warehouse,GREATER DUWAMISH,1977,1.0,1,24024,0,24024,Non-Refrigerated Warehouse,Other - Services,15.60000038,375773.0,0.0
Warehouse,GREATER DUWAMISH,1953,1.0,1,42420,0,42420,Non-Refrigerated Warehouse,Other,22.79999924,474320.0,491105.0
Distribution Center,GREATER DUWAMISH,1979,1.0,1,36982,0,36982,Distribution Center,Office,10.10000038,282354.0,92400.0
Warehouse,GREATER DUWAMISH,1964,1.0,2,23400,0,23400,Non-Refrigerated Warehouse,Office,18.79999924,439267.0,0.0
Other,MAGNOLIA / QUEEN ANNE,1948,1.0,2,30720,0,30720,Other,Parking,57.79999924,482047.0,1201017.0
Warehouse,GREATER DUWAMISH,1972,1.0,1,23232,0,23232,Non-Refrigerated Warehouse,,5.5,127374.0,0.0
Warehouse,GREATER DUWAMISH,1974,1.0,1,35046,0,35046,Non-Refrigerated Warehouse,,32.70000076,841364.0,221905.0
Refrigerated Warehouse,GREATER DUWAMISH,1961,1.0,1,25577,0,25577,Refrigerated Warehouse,Non-Refrigerated Warehouse,35.0,723667.0,172117.0
Warehouse,GREATER DUWAMISH,1974,1.0,1,43380,0,43380,Non-Refrigerated Warehouse,,9.5,405062.0,0.0
Small- and Mid-Sized Office,LAKE UNION,1995,1.0,3,20410,0,20410,Office,,133.3000031,1444160.0,1276078.0
Small- and Mid-Sized Office,NORTHWEST,1983,1.0,3,24696,6300,18396,Office,Parking,33.90000153,624125.0,0.0
K-12 School,NORTHWEST,1956,1.0,1,45174,0,45174,K-12 School,,43.79999924,786971.0,1193854.0
Worship Facility,NORTHWEST,2002,1.0,1,24955,0,24955,Worship Facility,,27.60000038,320006.0,369797.0
Other,Central,1991,1.0,3,34074,0,34074,Other/Specialty Hospital,,250.1000061,3603789.0,4918200.0
Hotel,DOWNTOWN,2006,0.0,10,392552,22225,370327,Hotel,Parking,88.0,10914911.0,6542646.0
Worship Facility,North,1961,1.0,2,76475,0,76475,Worship Facility,Other - Education,23.10000038,573241.0,1192573.0
K-12 School,North,1988,1.0,2,32961,0,32961,K-12 School,,47.70000076,446659.0,1126496.0
Other,NORTHWEST,2004,1.0,1,27376,14570,12806,Library,Parking,84.59999847,668530.0,414390.0
K-12 School,CENTRAL,1950,1.0,1,109794,0,109794,K-12 School,,30.0,1294767.0,2001759.0
Other,Central,1911,1.0,3,25200,0,25200,Other - Lodging/Residential,,49.29999924,281188.0,961478.0
Supermarket / Grocery Store,North,1996,1.0,1,44755,0,44755,Supermarket/Grocery Store,,245.1999969,5923610.0,5597529.0
Other,EAST,1907,1.0,2,22320,0,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,9.399999619,137286.0,72359.0
Mixed Use Property,EAST,1912,1.0,3,24000,0,24000,Office,Other,38.79999924,876004.0,56079.0
Small- and Mid-Sized Office,EAST,1920,1.0,3,23422,0,23422,Office,,115.4000015,334292.0,2367580.0
Other,EAST,1975,5.0,2,38879,11328,27551,Urgent Care/Clinic/Other Outpatient,,86.69999695,3257087.0,114572.0
Mixed Use Property,EAST,1998,1.0,5,53034,14625,38409,Multifamily Housing,Supermarket/Grocery Store,92.30000305,2091625.0,1300504.0
Warehouse,EAST,1920,1.0,2,23040,0,23040,Non-Refrigerated Warehouse,,3.5,72845.0,6867.0
Warehouse,EAST,1958,1.0,2,61880,0,61880,Non-Refrigerated Warehouse,,9.600000381,595937.0,0.0
Small- and Mid-Sized Office,EAST,1925,1.0,2,27938,0,27938,Office,Retail Store,37.90000153,1024252.0,3142.0
Other,NORTHEAST,1924,1.0,2,21600,0,21600,Other - Services,Retail Store,38.40000153,1623657.0,0.0
Other,NORTHEAST,1929,1.0,3,27908,0,27908,Other,,92.69999695,964426.0,1063700.0
K-12 School,CENTRAL,2000,1.0,2,30562,0,30562,K-12 School,,53.09999847,659450.0,962781.0
Retail Store,DOWNTOWN,2000,1.0,3,54969,0,54969,Retail Store,,67.69999695,3434704.0,289394.0
K-12 School,CENTRAL,1951,1.0,2,36825,0,36825,K-12 School,Worship Facility,27.20000076,911763.0,843310.0
Small- and Mid-Sized Office,EAST,1958,1.0,3,25834,0,25834,Office,,65.19999695,1219253.0,857036.0
Worship Facility,EAST,1929,1.0,1,37700,0,37700,Worship Facility,,66.69999695,751827.0,2729901.0
K-12 School,EAST,1925,1.0,2,27273,0,27273,K-12 School,,46.09999847,436535.0,822084.0
Mixed Use Property,Central,2004,1.0,6,97229,0,97229,Multifamily Housing,Parking,16.39999962,1021754.0,0.0
Small- and Mid-Sized Office,NORTHWEST,1982,1.0,3,25111,0,25111,Office,Non-Refrigerated Warehouse,43.20000076,557279.0,397074.0
Worship Facility,MAGNOLIA / QUEEN ANNE,1953,1.0,2,31805,0,31805,Worship Facility,,51.59999847,407379.0,1234288.0
K-12 School,MAGNOLIA / QUEEN ANNE,1953,1.0,1,20811,0,20811,K-12 School,,60.90000153,505796.0,761553.0
Warehouse,GREATER DUWAMISH,1967,1.0,2,22058,0,22058,Non-Refrigerated Warehouse,Office,99.69999695,847726.0,1139608.0
Refrigerated Warehouse,GREATER DUWAMISH,1970,1.0,1,22890,0,22890,Refrigerated Warehouse,Office,215.8999939,8922015.0,1083771.0
Other,GREATER DUWAMISH,1907,1.0,5,36000,0,36000,Other,,30.89999962,346376.0,764918.0
Distribution Center,GREATER DUWAMISH,1971,1.0,1,28320,0,28320,Distribution Center,Parking,149.6000061,3403624.0,832772.0
Worship Facility,NORTHEAST,1955,1.0,1,29079,0,29079,Worship Facility,,29.60000038,511118.0,350526.0
Small- and Mid-Sized Office,EAST,1982,1.0,3,28848,9616,19232,Office,Parking,37.79999924,726917.0,0.0
Small- and Mid-Sized Office,Ballard,1988,1.0,2,20535,0,20535,Office,Distribution Center,84.19999695,1274260.0,561544.0
Laboratory,MAGNOLIA / QUEEN ANNE,1985,1.0,2,43025,0,43025,Laboratory,Other,218.3000031,5264469.0,4128638.0
Warehouse,GREATER DUWAMISH,1965,1.0,1,30800,0,30800,Non-Refrigerated Warehouse,,15.80000019,485971.0,0.0
Mixed Use Property,EAST,1900,1.0,3,22168,0,22168,Multifamily Housing,Other - Entertainment/Public Assembly,80.5,982475.0,801910.0
Warehouse,GREATER DUWAMISH,1922,1.0,1,37400,0,37400,Non-Refrigerated Warehouse,Supermarket/Grocery Store,24.70000076,894740.0,29453.0
Large Office,DOWNTOWN,2000,1.0,11,268130,0,268130,Office,,56.0,14980783.0,45567.0
Small- and Mid-Sized Office,DOWNTOWN,2000,1.0,11,68452,0,68452,Office,Bank Branch,55.29999924,3782378.0,0.0
Large Office,DOWNTOWN,2000,1.0,11,273185,0,273185,Office,,52.20000076,14709149.0,0.0
K-12 School,NORTHEAST,1924,1.0,3,97500,0,97500,K-12 School,,38.29999924,910698.0,2826262.0
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1982,1.0,5,54015,0,54015,Office,,55.90000153,3020001.0,0.0
Restaurant,DOWNTOWN,1985,1.0,13,42000,0,42000,Other - Restaurant/Bar,Other,148.0,4351882.0,933062.0
Large Office,DOWNTOWN,1982,0.0,24,119701,0,119701,Office,Retail Store,70.0,8382139.0,0.0
Other,NORTH,1965,1.0,1,24697,0,24697,Library,Other - Services,64.69999695,859009.0,436677.0
University,CENTRAL,2013,2.0,1,57468,0,57468,College/University,,52.29999924,2133182.0,1410803.0
University,EAST,2006,1.0,5,84000,0,84000,College/University,,144.5,4446528.0,7737596.0
Retail Store,DOWNTOWN,1991,1.0,3,103000,0,103000,Retail Store,,50.59999847,4243144.0,971477.0
Supermarket / Grocery Store,SOUTHWEST,2008,1.0,1,37864,0,37864,Supermarket/Grocery Store,,212.0,5407602.0,2618093.0
Supermarket / Grocery Store,EAST,1950,1.0,2,66497,0,66497,Supermarket/Grocery Store,,139.6999969,9133009.0,157203.0
Retail Store,MAGNOLIA / QUEEN ANNE,2006,1.0,4,34010,0,34010,Retail Store,,92.69999695,3560614.0,0.0
Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,2006,1.0,4,45980,0,45980,Supermarket/Grocery Store,,180.6000061,5369235.0,2936020.0
Retail Store,EAST,1996,0.0,3,45743,0,45743,Retail Store,,117.4000015,4307444.0,1005772.0
Other,CENTRAL,1991,1.0,1,45000,0,45000,Fitness Center/Health Club/Gym,Swimming Pool,77.90000153,1051644.0,2453853.0
Other,GREATER DUWAMISH,1999,1.0,6,333698,0,333698,Parking,Other - Entertainment/Public Assembly,41.09999847,9401937.0,4328267.0
Warehouse,GREATER DUWAMISH,1904,1.0,4,72859,0,72859,Non-Refrigerated Warehouse,,20.60000038,1455485.0,42973.0
K-12 School,SOUTHEAST,2009,1.0,2,138705,0,138705,K-12 School,,35.79999924,3004396.0,1954902.0
Mixed Use Property,GREATER DUWAMISH,2004,1.0,3,21947,0,21947,Other,Office,57.79999924,969591.0,585008.0
Warehouse,NORTHEAST,1940,1.0,0,384772,0,384772,Non-Refrigerated Warehouse,Office,36.70000076,9014872.0,6191888.0
Medical Office,NORTHEAST,1960,1.0,0,30287,0,30287,Medical Office,,78.19999695,1815405.0,377710.0
Small- and Mid-Sized Office,NORTHEAST,1960,1.0,0,21931,0,21931,Office,Office,124.0,1398591.0,2548619.0
Small- and Mid-Sized Office,DOWNTOWN,1985,1.0,6,73102,0,73102,Office,Parking,46.5,4307238.0,0.0
Mixed Use Property,EAST,1916,1.0,2,140823,59401,81422,Parking,Supermarket/Grocery Store,19.70000076,2554939.0,207907.0
Mixed Use Property,GREATER DUWAMISH,1966,5.0,1,87458,0,87458,Office,Distribution Center,96.90000153,3890327.0,4584911.0
Supermarket / Grocery Store,NORTH,2011,1.0,1,51400,0,51400,Supermarket/Grocery Store,Parking,225.6999969,6889168.0,4813790.0
Small- and Mid-Sized Office,LAKE UNION,1993,1.0,1,26263,0,26263,Office,,62.20000076,1634669.0,0.0
Other,GREATER DUWAMISH,1906,1.0,2,39212,0,39212,Other,,1.799999952,72371.0,0.0
Other,CENTRAL,1968,0.0,1,21400,0,21400,Other - Recreation,Fitness Center/Health Club/Gym,249.3000031,2514599.0,2656210.0
Laboratory,EAST,2000,1.0,8,178000,0,178000,Laboratory,,292.2000122,22135959.0,0.0
Large Office,GREATER DUWAMISH,2005,1.0,4,162157,0,162157,Office,Other - Services,251.6000061,35110865.0,5502867.0
Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,2003,1.0,4,33997,0,33997,Supermarket/Grocery Store,Parking,262.6000061,8224625.0,702110.0
Large Office,LAKE UNION,2012,1.0,11,526423,0,526423,Office,Parking,42.79999924,16565434.0,898308.0
Mixed Use Property,DOWNTOWN,1902,1.0,6,74211,0,74211,Office,Multifamily Housing,21.5,1357120.0,0.0
Warehouse,SOUTHEAST,1988,1.0,2,45700,0,45700,Non-Refrigerated Warehouse,,5.300000191,1441594.0,102600.0
K-12 School,MAGNOLIA / QUEEN ANNE,1952,1.0,1,116101,0,116101,K-12 School,,0.0,0.0,4993620.0
Other,NORTHEAST,1929,8.0,0,502030,0,502030,Other - Recreation,,32.70000076,9359884.0,9110455.0
Other,NORTHWEST,2012,1.0,2,53575,0,53575,Urgent Care/Clinic/Other Outpatient,,593.5999756,23173477.0,8630089.0
Large Office,GREATER DUWAMISH,2012,1.0,6,157345,0,157345,Office,,73.90000153,11385578.0,238969.0
Other,GREATER DUWAMISH,2012,2.0,2,137138,0,137138,Other - Utility,,39.5,5475366.0,0.0
Other,EAST,2012,1.0,7,267470,0,267470,Other,Hospital (General Medical & Surgical),159.1999969,23795911.0,0.0
Hospital,NORTHEAST,2013,1.0,8,330000,0,330000,Hospital (General Medical & Surgical),,239.1999969,27703081.0,30061325.0
Retail Store,MAGNOLIA / QUEEN ANNE,1918,1.0,3,43832,0,43832,Retail Store,Hotel,92.19999695,1343774.0,2542771.0
Other,SOUTHWEST,1987,1.0,6,146363,0,146363,Strip Mall,,80.09999847,6438541.0,5292013.0
Supermarket / Grocery Store,SOUTHWEST,2011,1.0,1,67263,0,67263,Supermarket/Grocery Store,,218.5,9272449.0,5425036.0
Large Office,DOWNTOWN,1988,1.0,13,354086,149326,204760,Office,Parking,56.70000076,12288296.0,1170651.0
Worship Facility,NORTHEAST,2008,1.0,2,70292,0,70292,Worship Facility,,27.5,977731.0,956080.0
Other,DOWNTOWN,1975,1.0,7,90679,35120,55559,Data Center,Parking,694.7000122,41680634.0,0.0
Laboratory,LAKE UNION,2013,0.0,8,339591,114010,225581,Laboratory,Parking,240.8999939,24410204.0,17286256.0
Small- and Mid-Sized Office,CENTRAL,2013,1.0,6,52000,0,52000,Office,,7.099999905,-115417.0,0.0
K-12 School,EAST,2014,1.0,2,35780,0,35780,K-12 School,,76.59999847,2234214.0,678050.0
Large Office,MAGNOLIA / QUEEN ANNE,2013,1.0,3,105061,28217,76844,Office,Parking,16.29999924,1363192.0,0.0
Small- and Mid-Sized Office,DOWNTOWN,2013,1.0,3,62662,14989,47673,Office,,53.20000076,2444599.0,57532.0
Hotel,BALLARD,2013,1.0,4,62381,22948,39433,Hotel,Parking,58.0,3497215.0,0.0
K-12 School,NORTHWEST,2014,1.0,2,48925,0,48925,K-12 School,,26.20000076,1384383.0,246907.0
Other,MAGNOLIA / QUEEN ANNE,1962,0.0,1,29000,0,29000,Other,,83.40000153,1604709.0,824505.0
Other,NORTHEAST,2013,1.0,6,305025,239252,65773,Lifestyle Center,Medical Office,76.59999847,12331431.0,13628209.0
Large Office,GREATER DUWAMISH,2014,1.0,7,333714,146687,187027,Office,Parking,23.89999962,4359095.0,222397.0
Other,GREATER DUWAMISH,2014,1.0,2,56988,0,56988,Automobile Dealership,Parking,22.20000076,276732.0,267440.0
University,GREATER DUWAMISH,2007,4.0,2,149856,0,149856,College/University,,42.29999924,4967236.0,1368079.0
Other,DELRIDGE,2010,1.0,2,44162,0,44162,Pre-school/Daycare,Parking,35.0,953635.0,592850.0
Other,SOUTHEAST,2013,1.0,1,53775,0,53775,Other - Recreation,Fitness Center/Health Club/Gym,224.8999939,4007401.0,8088416.0
Small- and Mid-Sized Office,EAST,1912,0.0,2,64820,0,64820,Office,Movie Theater,38.40000153,1980767.0,293529.0
University,EAST,1993,1.0,2,99765,0,99765,College/University,,31.89999962,2055974.0,1129031.0
University,EAST,1925,1.0,3,428347,0,428347,College/University,,78.40000153,21930618.0,1535341.0
Hospital,EAST,1920,1.0,8,374466,0,374466,Hospital (General Medical & Surgical),,162.3000031,90060497.0,0.0
Supermarket / Grocery Store,BALLARD,2010,1.0,8,41198,0,41198,Supermarket/Grocery Store,,188.6000061,7151865.0,616192.0
Other,GREATER DUWAMISH,2014,1.0,1,20993,0,20993,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,44.0,795829.0,98912.0
Other,SOUTHEAST,2009,1.0,0,40265,0,40265,Pre-school/Daycare,,53.59999847,1371703.0,787467.0
University,NORTHEAST,1900,111.0,0,9320156,0,9320156,College/University,,93.80000305,657074389.0,0.0
University,NORTHEAST,1969,1.0,4,58779,0,58779,College/University,,85.09999847,3719217.0,0.0
University,NORTHEAST,1998,1.0,6,203030,0,203030,College/University,,252.0,28614613.0,0.0
Large Office,LAKE UNION,2014,1.0,6,427181,0,427181,Office,Parking,38.29999924,14213039.0,2157998.0
Self-Storage Facility,SOUTHEAST,2014,1.0,4,101580,14004,87576,Self-Storage Facility,,10.69999981,868162.0,72683.0
Other,NORTHEAST,2014,1.0,3,33648,0,33648,Parking,Automobile Dealership,35.90000153,1399582.0,0.0
Small- and Mid-Sized Office,EAST,2015,1.0,5,37873,0,37873,Office,Parking,62.0,1292155.0,1054537.0
Large Office,MAGNOLIA / QUEEN ANNE,2015,1.0,10,513816,0,513816,Office,Parking,52.09999847,16953109.0,1807655.0
Hotel,DOWNTOWN,2015,1.0,14,144614,0,144614,Hotel,,34.59999847,5269208.0,255864.0
Large Office,LAKE UNION,2014,1.0,12,480702,163260,317442,Office,Parking,37.20000076,11452968.0,1267099.0
Mixed Use Property,MAGNOLIA / QUEEN ANNE,2014,1.0,2,25532,0,25532,Office,"Repair Services (Vehicle, Shoe, Locksmith, etc)",26.70000076,627854.0,0.0
